alice is married under sec_7703 for the year alice's taxable_income for the year is dollar_figure alice files a separate_return	alice has to pay dollar_figure in taxes for the year under sec_1	Contradiction
alice is a head_of_household for the year alice's taxable_income for the year is dollar_figure	alice has to pay dollar_figure in taxes for the year under sec_1	Entailment
alice is a head_of_household for the year alice's taxable_income for the year is dollar_figure	alice has to pay dollar_figure in taxes for the year under sec_1	Contradiction
alice's taxable_income for the year is dollar_figure alice is not married is not a surviving_spouse and is not a head_of_household in	alice has to pay dollar_figure in taxes for the year under sec_1	Entailment
alice's taxable_income for the year is dollar_figure alice is not married is not a surviving_spouse and is not a head_of_household in	alice has to pay dollar_figure in taxes for the year under sec_1	Contradiction
alice is married under sec_7703 for the year alice's taxable_income for the year is dollar_figure alice files taxes separately in	alice has to pay dollar_figure in taxes for the year under sec_1	Entailment
alice is married under sec_7703 for the year alice's taxable_income for the year is dollar_figure alice files taxes separately in	alice has to pay dollar_figure in taxes for the year under sec_1	Contradiction
alice's taxable_income for the year is dollar_figure alice is not married is not a surviving_spouse and is not a head_of_household in	alice has to pay dollar_figure in taxes for the year under sec_1	Entailment
alice's taxable_income for the year is dollar_figure alice is not married is not a surviving_spouse and is not a head_of_household in	alice has to pay dollar_figure in taxes for the year under sec_1	Contradiction
alice is married under sec_7703 for the year alice files a joint_return with her spouse for alice's and her spouse's taxable_income for the year is dollar_figure	alice and her spouse have to pay dollar_figure in taxes for the year under sec_1	Entailment
alice is married under sec_7703 for the year alice files a joint_return with her spouse for alice's and her spouse's taxable_income for the year is dollar_figure	alice and her spouse have to pay dollar_figure in taxes for the year under sec_1	Contradiction
alice's taxable_income for the year is dollar_figure in alice is not married is not a surviving_spouse and is not a head_of_household	alice has to pay dollar_figure in taxes for the year under sec_1	Entailment
alice's taxable_income for the year is dollar_figure in alice is not married is not a surviving_spouse and is not a head_of_household	alice has to pay dollar_figure in taxes for the year under sec_1	Contradiction
alice is married under sec_7703 for the year alice files a joint_return with her spouse for alice's and her spouse's taxable_income for the year is dollar_figure	alice and her spouse have to pay dollar_figure in taxes for the year under sec_1	Entailment
alice is married under sec_7703 for the year alice files a joint_return with her spouse for alice's and her spouse's taxable_income for the year is dollar_figure	alice and her spouse have to pay dollar_figure in taxes for the year under sec_1	Contradiction
alice's taxable_income for the year is dollar_figure alice is not married is not a surviving_spouse and is not a head_of_household in	alice has to pay dollar_figure in taxes for the year under sec_1	Entailment
alice's taxable_income for the year is dollar_figure alice is not married is not a surviving_spouse and is not a head_of_household in	alice has to pay dollar_figure in taxes for the year under sec_1	Contradiction
alice is a surviving_spouse for the year alice's taxable_income for the year is dollar_figure	alice has to pay dollar_figure in taxes for the year under sec_1	Entailment
alice's taxable_income for the year is dollar_figure alice is not married is not a surviving_spouse and is not a head_of_household in	alice has to pay dollar_figure in taxes for the year under sec_1	Contradiction
alice is a surviving_spouse for the year alice's taxable_income for the year is dollar_figure	alice has to pay dollar_figure in taxes for the year under sec_1	Entailment
alice is a surviving_spouse for the year alice's taxable_income for the year is dollar_figure	alice has to pay dollar_figure in taxes for the year under sec_1	Contradiction
alice's taxable_income for the year is dollar_figure in alice is not married is not a surviving_spouse and is not a head_of_household	alice has to pay dollar_figure in taxes for the year under sec_1	Entailment
alice's taxable_income for the year is dollar_figure in alice is not married is not a surviving_spouse and is not a head_of_household	alice has to pay dollar_figure in taxes for the year under sec_1	Contradiction
alice's income in is dollar_figure she gets one exemption of dollar_figure for the year under sec_151 alice is not married	alice's total exemption for under sec_151 is equal to dollar_figure	Entailment
alice's income in is dollar_figure she gets one exemption of dollar_figure for the year under sec_151 alice is not married	alice's total exemption for under sec_151 is equal to dollar_figure	Contradiction
alice's income in is dollar_figure alice is not married the applicable_amount according to sec_68 is dollar_figure	under sec_151 the applicable_percentage for alice for is equal to	Entailment
alice's income in is dollar_figure the applicable_amount according to sec_68 is dollar_figure	under sec_151 the applicable_percentage for alice for is equal to	Contradiction
alice is entitled to an exemption under sec_151 for the year	the exemption_amount of alice's exemption is equal to dollar_figure under sec_151	Entailment
alice is entitled to an exemption under sec_151 for the year	the exemption_amount of alice's exemption is equal to dollar_figure under sec_151	Contradiction
alice and bob have been married since feb bob has no income for	alice can receive an exemption for bob under sec_151 for the year	Entailment
alice and bob have been married since feb bob has no income for alice and bob file their taxes jointly for	alice can receive an exemption for bob under sec_151 for the year	Contradiction
alice is entitled to an exemption under sec_151 for bob for the year	under sec_151 bob's exemption_amount for the year is equal to dollar_figure	Entailment
alice is entitled to an exemption under sec_151 for bob for the year	under sec_151 bob's exemption_amount for the year is equal to dollar_figure	Contradiction
bob is alice's father since april 15th	alice bears a relationship to bob under sec_152	Entailment
bob is alice's brother since april 15th	alice bears a relationship to bob under sec_152	Contradiction
alice has a son bob from september 1st to november 3rd alice and bob lived in the same home	sec_152 applies to bob with alice as the taxpayer for the year	Entailment
alice has a son bob from september 1st to november 3rd alice and bob lived in the same home	sec_152 applies to bob with alice as the taxpayer for the year	Contradiction
alice has a son bob from september 1st to november 3rd alice and bob lived in the same home bob married charlie on october 23rd bob satisfied sec_152 and sec_152 with alice as the taxpayer for the year sec_2015 to	under sec_152 bob is a qualifying_child of alice for the year	Entailment
alice has a son bob from september 1st to february 3rd alice and bob lived in the same home bob married charlie on october 23rd bob bears a relationship to alice pursuant to sec_152 for the year sec_2015 to	under sec_152 bob is a qualifying_child of alice for the year	Contradiction
alice was born january 10th bob was born january 31st alice adopted bob on march 4th	bob satisfies sec_152 with alice claiming bob as a qualifying_child for the year	Entailment
alice was born january 10th bob was born january 31st alice adopted bob on march 4th	bob satisfies sec_152 with alice claiming bob as a qualifying_child for the year	Contradiction
alice and bob got married on jan 1st they file a joint_return for the year	sec_152 applies to alice for the year	Entailment
alice and bob got married on jan 1st alice and bob file separately in	sec_152 applies to alice the year	Contradiction
charlie is bob's father since april 15th alice is charlie's sister since october 12th	alice bears a relationship to bob under sec_152	Entailment
charlie is bob's father since april 15th alice married charlie on october 12th	alice bears a relationship to bob under sec_152	Contradiction
alice and bob started living together on april 15th alice and bob are not married	alice bears a relationship to bob under sec_152 for the year	Entailment
bob is alice's father since april 15th in alice and bob live in separate houses	alice bears a relationship to bob under sec_152 for the year	Contradiction
alice has a son bob from september 1st to november 3rd alice and bob lived in the same home bob married charlie on october 23rd bob and charlie file separate returns	sec_152 applies to bob for the year	Entailment
alice has a son bob from september 1st to november 3rd alice and bob lived in the same home bob married charlie on october 23rd bob and charlie filed a joint_return for the year	sec_152 applies to bob for the year	Contradiction
alice has a son bob who was born january 31st	bob bears a relationship to alice under sec_152	Entailment
alice has a brother bob who was born january 31st	bob bears a relationship to alice under sec_152	Contradiction
charlie is bob's father since april 15th dorothy is bob's mother alice married charlie on august 8th	alice bears a relationship to bob under sec_152 for the year	Entailment
charlie is alice's father since april 15th bob is charlie's brother since october 12th	alice bears a relationship to bob under sec_152 for the year	Contradiction
in alice did not have any income the exemption_amount for alice under sec_151 for the year was dollar_figure	sec_152 applies to alice for the year	Entailment
in alice's income was dollar_figure the exemption_amount for alice under sec_151 for the year was dollar_figure	sec_152 applies to alice for the year	Contradiction
bob is alice's brother since april 15th	alice bears a relationship to bob under sec_152 for the year	Entailment
bob is alice's son since april 15th	alice bears a relationship to bob under sec_152 for the year	Contradiction
alice has a son bob who was born january 31st	bob bears a relationship to alice under sec_152	Entailment
alice has a son bob who was born january 31st	alice bears a relationship to bob under sec_152	Contradiction
alice and bob got married on feb 3rd alice and bob have a child charlie born october 9th alice died on july 9th from to bob furnished the costs of maintaining the home where he and charlie lived during that time	sec_2 applies to bob in	Entailment
alice and bob got married on feb 3rd alice and bob have a child charlie born october 9th alice died on july 9th from to bob furnished the costs of maintaining the home where he and charlie lived during that time charlie married dan on feb 14th sec_152 applies to bob as the dependent and charlie as the taxpayer for	sec_2 applies to bob in	Contradiction
alice and bob got married on feb 3rd alice and bob were legally_separated under a decree of separate_maintenance on july 9th	sec_2 applies to alice and bob's marriage in	Entailment
alice and bob got married on feb 3rd alice and bob were legally_separated under a decree of separate_maintenance on july 9th	sec_2 applies to alice and bob's marriage in	Contradiction
alice and bob got married on feb 3rd alice died on july 9th from to bob furnished the costs of maintaining the home where he and and his father charlie lived during that time bob is entitled to a deduction for charlie under sec_151 for the year sec_2015 to	sec_2 applies to bob in	Entailment
alice and bob got married on feb 3rd alice and bob have a child charlie born october 9th alice died on july 9th from to bob furnished the costs of maintaining the home where he and charlie lived during that time bob is entitled to a deduction for charlie under sec_151 for the year sec_2015 to	sec_2 applies to bob in	Contradiction
alice and bob got married on feb 3rd alice died on july 9th	sec_2 applies to bob in	Entailment
alice and bob got married on feb 3rd alice was a nonresident_alien alice died on july 9th	sec_2 applies to bob in	Contradiction
alice and bob got married on feb 3rd alice died on july 9th	sec_2 applies to bob in	Entailment
alice and bob got married on feb 3rd alice died on july 9th	sec_2 applies to bob in	Contradiction
alice and bob got married on feb 3rd alice died on july 9th	sec_2 applies to bob in	Entailment
alice and bob got married on feb 3rd alice died on july 9th alice was a nonresident_alien since march 4th	sec_2 applies to bob in	Contradiction
alice and bob got married on feb 3rd alice died on july 9th from to bob furnished the costs of maintaining the home where he and and his father charlie lived during that time bob is entitled to a deduction for charlie under sec_151 for the year sec_2015 to	sec_2 applies to bob in	Entailment
alice and bob got married on feb 3rd alice died on july 9th from to bob furnished the costs of maintaining the home where he and his son charlie lived during that time bob is entitled to a deduction for charlie under sec_151 for the year sec_2015 to	sec_2 applies to bob in	Contradiction
alice and bob got married on feb 3rd alice and bob have a child charlie born october 9th alice died on july 9th from to bob furnished the costs of maintaining the home where he and charlie lived during that time charlie was a qualifying_child of bob under sec_152 from to	sec_2 applies to bob in	Entailment
alice and bob got married on feb 3rd alice and bob have a child charlie born october 9th alice died on july 9th from to bob furnished of the costs of maintaining the home where he and charlie lived during that time charlie is not the dependent of bob under sec_152	sec_2 applies to bob in	Contradiction
alice and bob got married on feb 3rd bob has a brother charlie born october 9th alice died on july 9th from to bob furnished the costs of maintaining the home where he and charlie lived during that time from to bob was entitled to a deduction for charlie under sec_151 in bob earned dollar_figure	sec_2 applies to bob in	Entailment
alice and bob got married on feb 3rd bob has a brother charlie born october 9th alice died on july 9th from to bob furnished the costs of maintaining the home where he and charlie lived during that time in charlie earned dollar_figure in charlie filed a joint_return with his spouse whom he married on dec 1st	sec_2 applies to bob in	Contradiction
alice and bob got married on feb 3rd alice and bob have a child charlie born october 9th alice died on july 9th from to bob furnished the costs of maintaining the home where he and charlie lived during that time from to bob was entitled to a deduction for charlie under sec_151 bob's income in was dollar_figure	sec_2 applies to bob in	Entailment
alice and bob got married on feb 3rd alice has a child charlie born october 9th alice died on july 9th from to bob furnished the costs of maintaining the home where he and charlie lived during that time in charlie filed a joint_return with his spouse whom he married on dec 1st charlie earned dollar_figure in	sec_2 applies to bob in	Contradiction
alice has paid dollar_figure to bob for work done from feb 1st to sep 2nd in caracas venezuela bob is an american citizen and alice is an american_employer	sec_3306 applies to alice employing bob for the year	Entailment
alice has paid dollar_figure to bob for work done from feb 1st to sep 2nd in caracas venezuela alice is a citizen of venezuela and bob is an american citizen	sec_3306 applies to alice employing bob for the year	Contradiction
alice has paid dollar_figure to bob for work done in the year in alice has also paid dollar_figure into a retirement fund for bob and dollar_figure into health insurance for bob	sec_3306 applies to the payment alice made to the health insurance fund for the year	Entailment
alice has paid dollar_figure to bob for work done in the year in alice has also paid dollar_figure into a retirement fund for bob and dollar_figure into health insurance for charlie who is alice's father and has retired in	sec_3306 applies to the payment alice made to bob for the year	Contradiction
alice has paid dollar_figure in cash to bob for work done from feb 1st to sep 2nd for agricultural_labor bob has paid dollar_figure in cash to alice for work done from apr 1st to sep 2nd for domestic_service in his home	sec_3306 applies to bob for the year	Entailment
alice has paid dollar_figure in cash to bob for work done from feb 1st to sep 2nd for agricultural_labor bob has paid dollar_figure in cash to alice for work done from apr 1st to sep 2nd for domestic_service in his home	sec_3306 applies to alice for the year	Contradiction
alice has employed bob from jan 2nd to oct on oct bob was diagnosed as disabled and retired alice paid bob dollar_figure because she had to terminate their contract due to bob's disability using the disability plan set up for all of alice's employees	sec_3306 applies to the payment of dollar_figure that alice made in	Entailment
alice has employed bob from jan 2nd to oct on oct bob was diagnosed as disabled and retired alice paid bob dollar_figure because she had to terminate their contract due to bob's disability alice had no plan established to provide for her employees' disabilities	sec_3306 applies to the payment of dollar_figure that alice made in	Contradiction
alice has paid wages of dollar_figure to bob for work done from feb 1st to sep 2nd bob has paid wages of dollar_figure to alice for work done from apr 1st to sep 2nd	sec_3306 make alice an employer for the year	Entailment
alice has paid wages of dollar_figure to bob for work done from feb 1st to sep 2nd bob has paid wages of dollar_figure to alice for work done from apr 1st to sep 2nd	sec_3306 make alice an employer for the year	Contradiction
alice was paid dollar_figure in for services performed in jail alice was committed to jail from january to may 5th	sec_3306 applies to alice's employment situation in	Entailment
alice was paid dollar_figure in for services performed in a hospital alice was committed to a psychiatric hospital from january to may 5th	sec_3306 applies to alice's employment situation in	Contradiction
alice's husband bob was paid dollar_figure in for services performed for johns hopkins university alice was enrolled at johns hopkins university and attending classes from august to may 30th	sec_3306 applies to bob's employment situation in	Entailment
alice's father bob was paid dollar_figure in for services performed for johns hopkins university alice was enrolled at johns hopkins university and attending classes from august to may 30th	sec_3306 applies to bob's employment situation in	Contradiction
alice was paid dollar_figure in for services performed for johns hopkins university alice was enrolled at johns hopkins university and attending classes from august to may 30th	sec_3306 applies to alice's employment situation in	Entailment
alice was paid dollar_figure in for services performed for johns hopkins university alice was enrolled at johns hopkins university and attending classes from august to may 29th	sec_3306 applies to alice's employment situation in	Contradiction
alice has paid wages of dollar_figure to bob for work done from feb 1st to sep 2nd in baltimore maryland usa for domestic_service in her home	sec_3306 applies to alice employing bob for the year	Entailment
alice has paid wages of dollar_figure to bob for work done from feb 1st to sep 2nd in baltimore maryland usa for domestic_service in her home	sec_3306 applies to alice employing bob for the year	Contradiction
alice was paid dollar_figure in as an employee of the international monetary fund in washington d c usa	sec_3306 applies to alice's employment situation in	Entailment
alice was paid dollar_figure in as an employee of the united_states government in arlington virginia usa	sec_3306 applies to alice's employment situation in	Contradiction
alice has paid wages of dollar_figure to bob for work done from feb 1st to sep 2nd for domestic_service in bob has paid wages of dollar_figure to alice for work done from apr 1st to sep 2nd	bob is an employer under sec_3306 for the year	Entailment
alice has paid dollar_figure to bob for work done from feb 1st to sep 2nd for domestic_service bob has paid dollar_figure to alice for work done from apr 1st to sep 2nd	alice is an employer under sec_3306 for the year	Contradiction
alice has been running a typewriter factory since february 1st bob is an employee at the typewriter factory on october 2nd alice has given a typewriter of value dollar_figure to bob in exchange for bob painting alice's house	sec_3306 applies to the payment alice made to bob	Entailment
alice has been running a typewriter factory since february 1st bob is an employee at the typewriter factory on october 2nd alice has paid bob dollar_figure for painting her house	sec_3306 applies to the payment alice made to bob	Contradiction
alice has paid dollar_figure to bob for work done from feb 1st to sep 2nd in baltimore maryland usa	sec_3306 applies to alice employing bob for the year	Entailment
alice has paid dollar_figure to bob for work done from feb 1st to sep 2nd in toronto ontario canada	sec_3306 applies to alice employing bob for the year	Contradiction
alice has paid dollar_figure in remuneration to bob for work done from feb 1st to sep 2nd in caracas venezuela for agricultural_labor alice is an american_employer	sec_3306 applies to alice employing bob for the year	Entailment
alice has paid dollar_figure to bob for work done from feb 1st to sep 2nd in caracas venezuela for agricultural_labor alice and bob are both american citizens	sec_3306 applies to alice employing bob for the year	Contradiction
alice has employed bob cameron dan emily fred and george for agricultural_labor on various occasions during the year - jan b c d e and f - feb b c d e and f - mar b c d e and f - mar c d e f and g - apr b c d f and g - may c d e f and g - oct b c d e and g - oct b c d e f and g - nov b c e f and g - nov b c d e and f - dec b c d e and g - dec b c d e and g	sec_3306 applies to alice for the year	Entailment
alice has employed bob cameron dan emily fred and george for agricultural_labor on various occasions during the year - jan b c d e and f - feb b c and f - mar b c d e and f - mar c d e f and g - apr b c d f and g - may c d e f and g - oct b c d e and g - oct b e f and g - nov b c e f and g - nov b c d e and f - dec b c d e and g - dec b c d e and g	sec_3306 applies to alice for the year	Contradiction
alice has employed bob from jan 2nd to oct on oct bob was diagnosed as disabled and retired alice paid bob dollar_figure because she had to terminate their contract due to bob's disability	sec_3306 applies to the payment of dollar_figure that alice made in	Entailment
alice has employed bob from jan 2nd to oct on oct bob retired because he reached age alice paid bob dollar_figure as a retirement bonus	sec_3306 applies to the payment of dollar_figure that alice made in	Contradiction
alice was paid dollar_figure in as an employee of the united_states government in arlington virginia usa	sec_3306 applies to alice's employment situation in	Entailment
alice was paid dollar_figure in as an employee of nando's chicken in arlington virginia usa	sec_3306 applies to alice's employment situation in	Contradiction
alice has paid dollar_figure to bob for work done in the year in alice has also paid dollar_figure into a retirement fund for bob and dollar_figure into life_insurance for bob	sec_3306 applies to the payment alice made to the life_insurance fund for the year	Entailment
alice has paid dollar_figure to bob for work done in the year in alice has also paid dollar_figure into a retirement fund for bob and dollar_figure into life_insurance for charlie who is alice's father and has retired in	sec_3306 applies to the payment alice made to the retirement fund for the year	Contradiction
alice has employed bob on various occasions during the year - jan - feb - mar - mar - apr - may - oct - oct - nov - nov - dec - dec	sec_3306 applies to alice for the year	Entailment
alice has employed bob on various occasions during the year - jan - feb - mar - mar - apr - oct - nov - nov - dec - dec	sec_3306 applies to alice for the year	Contradiction
alice has paid dollar_figure to bob for work done from feb 1st to sep 2nd in caracas venezuela for agricultural_labor alice is an american_employer	sec_3306 applies to alice employing bob for the year	Entailment
alice has paid dollar_figure to bob for work done from feb 1st to sep 2nd in caracas venezuela for domestic_service alice is an american_employer	sec_3306 applies to alice employing bob for the year	Contradiction
in alice was paid dollar_figure alice was born march 2nd and bob was born march 3rd	under sec_63 alice's additional standard_deduction in is equal to dollar_figure	Entailment
in alice was paid dollar_figure alice was born march 2nd and bob was born march 3rd	under sec_63 alice's additional standard_deduction in is equal to dollar_figure	Contradiction
in alice was paid dollar_figure alice and bob have been married since feb 3rd alice has been blind since feb in addition bob is allowed an exemption for alice under sec_151 for the year	sec_63 applies to bob in	Entailment
in alice was paid dollar_figure alice and bob have been married since feb 3rd alice has been blind since october in addition alice is allowed an exemption for bob under sec_151 for the year	sec_63 applies to alice in	Contradiction
in alice was paid dollar_figure she is allowed a deduction under sec_63 of dollar_figure for the year and no deduction under sec_151 alice decides not to itemize her deductions	under sec_63 alice's taxable_income in is equal to dollar_figure	Entailment
in alice was paid dollar_figure she is allowed a deduction under sec_63 of dollar_figure for the year and no deduction under sec_151 alice takes the standard_deduction	under sec_63 alice's taxable_income in is equal to dollar_figure	Contradiction
in alice was paid dollar_figure she is allowed deductions under sec_151 of dollar_figure for the year she is allowed an itemized_deduction of dollar_figure in	under sec_63 alice's taxable_income in is equal to dollar_figure	Entailment
in alice was paid dollar_figure she is allowed a deduction under sec_63 of dollar_figure and deductions of dollar_figure under sec_151 for the year	under sec_63 alice's taxable_income in is equal to dollar_figure	Contradiction
in alice was paid dollar_figure for the year alice is allowed a basic_standard_deduction under sec_63 of dollar_figure and an additional standard_deduction of dollar_figure under sec_63 for the year	under sec_63 alice's standard_deduction in is equal to dollar_figure	Entailment
in alice was paid dollar_figure for the year alice is allowed a basic_standard_deduction under sec_63 of dollar_figure and an additional standard_deduction of dollar_figure under sec_63 for the year	under sec_63 alice's standard_deduction in is equal to dollar_figure	Contradiction
in alice was paid dollar_figure alice is a head_of_household for	under sec_63 alice's basic_standard_deduction in is equal to dollar_figure	Entailment
in alice was paid dollar_figure alice and bob have been married since feb 3rd and they file a joint_return for	under sec_63 alice's basic_standard_deduction in is equal to dollar_figure	Contradiction
in alice was paid dollar_figure she is allowed a deduction under dollar_figure for the year for donating cash to charity	alice's deduction for falls under sec_63	Entailment
in alice was paid dollar_figure she is allowed a deduction of dollar_figure for herself for the year under sec_151	alice's deduction for falls under sec_63	Contradiction
in alice was paid dollar_figure in remuneration she is allowed a deduction for herself under sec_151 of dollar_figure for the year	alice's deduction for falls under sec_63	Entailment
in alice was paid dollar_figure in remuneration she is allowed deductions under sec_63 of dollar_figure for the year	alice's deduction for falls under sec_63	Contradiction
in alice was paid dollar_figure alice is a surviving_spouse for	sec_63 applies to alice in	Entailment
in alice was paid dollar_figure alice and bob have been married since feb 3rd and they file a joint_return for	sec_63 applies to alice in	Contradiction
from to the walter brown family_trust ii was considered to be a business_trust	sec_63 applies to the walter brown family_trust ii for	Entailment
from to the walter brown family_trust ii was considered to be a business_trust	sec_63 applies to the walter brown family_trust ii for	Contradiction
in alice was paid dollar_figure alice and bob have been married since feb 3rd alice and bob file separate returns	under sec_63 alice's basic_standard_deduction in is equal to dollar_figure	Entailment
in alice was paid dollar_figure alice and bob have been married since feb 3rd and they file a joint_return for	under sec_63 alice's basic_standard_deduction in is equal to dollar_figure	Contradiction
in alice was paid dollar_figure alice and bob have been married since feb 3rd bob is allowed an itemized_deduction of dollar_figure alice and bob file separate returns	sec_63 applies to alice for	Entailment
in alice was paid dollar_figure alice and bob have been married since feb 3rd bob and alice file a joint_return for	sec_63 applies to alice for	Contradiction
in alice was paid dollar_figure alice and bob got married on feb 3rd alice was a nonresident_alien from august 23rd to september 15th	sec_63 applies to alice for	Entailment
in alice was paid dollar_figure alice and bob got married on feb 3rd alice was a nonresident_alien from august 23rd to september 15th	sec_63 applies to alice for	Contradiction
in alice's income was dollar_figure alice is a surviving_spouse for the year alice is allowed itemized_deductions of dollar_figure under sec_63	sec_68 applies to alice for the year	Entailment
in alice's income was dollar_figure alice is a surviving_spouse for the year alice is allowed itemized_deductions of dollar_figure under sec_63	sec_68 applies to alice for the year	Contradiction
in alice's income was dollar_figure alice is married for the year under sec_7703 alice does not file a joint_return	under sec_68 alice's applicable_amount for is equal to dollar_figure	Entailment
in alice's income was dollar_figure alice is not married	sec_68 applies to alice in	Contradiction
in alice's income was dollar_figure alice is a surviving_spouse for the year alice is allowed itemized_deductions of dollar_figure under sec_63	sec_68 prescribes a reduction of alice's itemized_deductions for the year by dollar_figure	Entailment
in alice's income was dollar_figure alice is a head_of_household for the year alice is allowed itemized_deductions of dollar_figure under sec_63	sec_68 prescribes a reduction of alice's itemized_deductions for the year by dollar_figure	Contradiction
in alice's income was dollar_figure alice is a head_of_household for the year alice is allowed itemized_deductions of dollar_figure under sec_63	sec_68 prescribes a reduction of alice's itemized_deductions for the year by dollar_figure	Entailment
in alice's income was dollar_figure alice is a surviving_spouse for the year alice is allowed itemized_deductions of dollar_figure under sec_63	sec_68 prescribes a reduction of alice's itemized_deductions for the year by dollar_figure	Contradiction
alice and bob got married on april 5th alice and bob were legally_separated under a decree of divorce on september 16th	sec_7703 applies to alice for the year	Entailment
alice and bob got married on april 5th alice and bob were legally_separated under a decree of divorce on september 16th	sec_7703 applies to alice for the year	Contradiction
alice and bob got married on april 5th alice and bob have a son charlie who was born on september 16th alice and charlie live in a home maintained by alice since september 16th alice is entitled to a deduction for charlie under sec_151 for the years to alice and bob file a joint_return for the years to	sec_7703 applies to alice maintaining her home for the year	Entailment
alice and bob got married on april 5th alice and bob have a son charlie who was born on september 16th alice and charlie live in a home for which alice furnished of the maintenance_costs since september 16th alice is entitled to a deduction for charlie under sec_151 for the years to	sec_7703 applies to alice maintaining her home for the year	Contradiction
alice and bob got married on april 5th alice and bob have a son charlie who was born on september 16th alice and charlie live in a home maintained by alice since september 16th alice is entitled to a deduction for charlie under sec_151 for the years to bob lived in the same house as alice and charlie from september 16th until february 10th	sec_7703 applies to alice maintaining her home for the year	Entailment
alice and bob got married on april 5th alice and bob have a son charlie who was born on september 16th alice and charlie live in a home maintained by alice since september 16th alice is entitled to a deduction for charlie under sec_151 for the years to bob lived in the same house as alice and charlie from september 16th until october 10th	sec_7703 applies to alice maintaining her home for the year	Contradiction
alice was paid dollar_figure in for services performed in jail alice was committed to jail from january to may 5th from may 5th to dec 31st alice was paid dollar_figure in remuneration alice takes the standard_deduction	how much tax does alice have to pay in	$0
alice and harold got married on sep 3rd harold and alice have a son born jan 25th harold died on feb 28th they had been living in the same house since maintained by alice alice and her son continued doing so after harold's death alice's gross_income for the year is dollar_figure alice has employed bob cameron dan emily fred and george for agricultural_labor from sep 9th to oct 1st and paid them dollar_figure each alice takes the standard_deduction in	how much tax does alice have to pay in	$68844
alice's gross_income for the year is dollar_figure bob's gross_income for the year is dollar_figure alice and bob have been married since feb 3rd bob and alice file a joint_return for and take the standard_deduction	how much tax does bob have to pay in	$66088
charlie is bob's father since april 15th and bob has lived at charlie's place since then alice is charlie's sister since october 12th charlie's gross_income in was dollar_figure in alice's gross_income was dollar_figure alice takes the standard_deduction in	how much tax does alice have to pay in	$0
alice paid bob for agricultural_labor from feb 1st to november 19th paying him dollar_figure in on november 25th bob died from a heart attack on january 20th alice paid charlie bob's surviving_spouse bob's outstanding wages of dollar_figure in alice's gross_income was dollar_figure alice receives a deduction of dollar_figure for donating goods to a food bank	how much tax does alice have to pay in	$118227
in alice's gross_income was dollar_figure alice and bob have been married since oct 10th alice and bob file separately alice has paid dollar_figure in cash to bob for work done from feb 1st to sep 2nd for agricultural_labor alice takes the standard_deduction alice and bob live separately in	how much tax does alice have to pay in	$8582
